text,label,lang
తరగతి సమయం ఉదయం 10 నుంచి 11 వరకు.,0,te
மீட்டிங் இணைப்பு பின்னர் பகிரப்படும்.,0,ta
మీ ఖాతా తాత్కాలికంగా నిలిపివేయబడింది; ధృవీకరణకు వెంటనే [లింక్] క్లిక్ చేయండి.,1,te
పుట్టినరోజు శుభాకాంక్షలు!,0,te
डिलिवरी रोकी गई; पता सत्यापित करने के लिए [लिंक] खोलें।,1,hi
ಇನಾಮ ಗೆದ್ದಿದ್ದೀರಿ! ಪಡೆಯಲು [ಕೊಂಡಿ] ತೆರೆಯಿರಿ ಮತ್ತು ವಿವರ ಭರ್ತಿ ಮಾಡಿ.,1,kn
"వాతావరణం బాగుంది, ప్రయాణం యథావిధిగా ఉంటుంది.",0,te
जन्मदिन की शुभकामनाएँ!,0,hi
PayKart: ಭದ್ರತಾ ಪರಿಶೀಲನೆಗಾಗಿ ಫೋನ್ ಪರಿಶೀಲಿಸಿ—ಈಗಲೇ [ಕೊಂಡಿ] ನೋಡಿ.,1,kn
அங்கீகரிக்கப்படாத பரிவர்த்தனைகள் தடுக்கப்பட்டன; உறுதிப்படுத்த OTP தேவை.,1,ta
ಸಂಶಯಾಸ್ಪದ ಲಾಗಿನ್; 10 ನಿಮಿಷದಲ್ಲಿ ದೃಢೀಕರಿಸದಿದ್ದರೆ ಖಾತೆ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ.,1,kn
మీ ఖాతా తాత్కాలికంగా నిలిపివేయబడింది; ధృవీకరణకు వెంటనే [లింక్] క్లిక్ చేయండి.,1,te
BankSecure వాలెట్ లో ₹3999 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
ಅನಧಿಕೃತ ವಹಿವಾಟು ತಡೆಗಟ್ಟಲಾಗಿದೆ; ದೃಢೀಕರಣಕ್ಕೆ OTP ಅಗತ್ಯ.,1,kn
"వాతావరణం బాగుంది, ప్రయాణం యథావిధిగా ఉంటుంది.",0,te
ನಾಳೆಯ ಪ್ರೆಸೆಂಟೇಶನ್ ಅಂತಿಮ ಸ್ಲೈಡ್ ಪರಿಶೀಲಿಸಿ.,0,kn
कृपया कल की प्रस्तुति की अंतिम स्लाइड जाँच लें।,0,hi
"క్రికెట్ మ్యాచ్ సాయంత్రం మొదలవుతుంది, సమయానికి రండి.",0,te
UniPay KYC अधूरा है; अपडेट हेतु [लिंक] पर जाएँ।,1,hi
"பேக்கேஜ் இன்று வரும், டெலிவரி ஏஜென்ட் அழைப்பார்.",0,ta
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
MobileCare உதவி மையம்: கடவுச்சொல் மீட்டமைக்க குறியீடு 373383 உள்ளிடவும்.,1,ta
ரீஃபண்ட் பெற OTP உடனடியாக பகிரவும்; தாமதம் ஆனால் கோரிக்கை ரத்து.,1,ta
UniPay से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
మీటింగ్ ఈ రోజు సాయంత్రం 4కి కాన్ఫరెన్స్ రూం లో ఉంటుంది.,0,te
SIM ஸ்வாப் முயற்சி கண்டறியப்பட்டது; எண்ணை பாதுகாக்க [இணைப்பு] பாருங்கள்.,1,ta
"ಪ್ಯಾಕೇಜ್ ಇಂದು ಬರುತ್ತದೆ, ಡೆಲಿವರಿ ಏಜೆಂಟ್ ಕರೆ ಮಾಡುತ್ತಾರೆ.",0,kn
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
20-10-2025 న కార్డ్ వినియోగం; మీరు కాకపోతే [లింక్] లో రిపోర్ట్ చేయండి.,1,te
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು!,0,kn
06-04-2025 ರಂದು ಕಾರ್ಡ್ ಬಳಕೆ ಪತ್ತೆ; ನಿಮ್ಮದು ಅಲ್ಲದಿದ್ದರೆ [ಕೊಂಡಿ] ನಲ್ಲಿ ವರದಿ ಮಾಡಿ.,1,kn
"ಪ್ಯಾಕೇಜ್ ಇಂದು ಬರುತ್ತದೆ, ಡೆಲಿವರಿ ಏಜೆಂಟ್ ಕರೆ ಮಾಡುತ್ತಾರೆ.",0,kn
இன்று மாலை 4 மணிக்கு கூட்டம் கான்ஃபரன்ஸ் ரூமில் உள்ளது.,0,ta
UniPay వాలెట్ లో ₹2499 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
ಸಂಶಯಾಸ್ಪದ ಲಾಗಿನ್; 10 ನಿಮಿಷದಲ್ಲಿ ದೃಢೀಕರಿಸದಿದ್ದರೆ ಖಾತೆ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ.,1,kn
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
మీటింగ్ లింక్ తరువాత షేర్ చేస్తాను.,0,te
"క్రికెట్ మ్యాచ్ సాయంత్రం మొదలవుతుంది, సమయానికి రండి.",0,te
ரீஃபண்ட் பெற OTP உடனடியாக பகிரவும்; தாமதம் ஆனால் கோரிக்கை ரத்து.,1,ta
ನಿಮ್ಮ ಖಾತೆ ತಾತ್ಕಾಲಿಕವಾಗಿ ಸ್ಥಗಿತಗೊಂಡಿದೆ; ಪರಿಶೀಲನೆಗೆ ತಕ್ಷಣ [ಕೊಂಡಿ] ಒತ್ತಿ.,1,kn
UniPay: பாதுகாப்பு சரிபார்ப்புக்கு ஃபோன் வெரிபை செய்யவும்—இப்போது [இணைப்பு] பாருங்கள்.,1,ta
బహుమతి గెలిచారు! పొందడానికి [లింక్] ఓపెన్ చేసి వివరాలు ఇవ్వండి.,1,te
మీటింగ్ లింక్ తరువాత షేర్ చేస్తాను.,0,te
PayKart वॉलेट में ₹1999 ब्लॉक है; रिलीज़ हेतु OTP साझा करें।,1,hi
eTax: భద్రతా తనిఖీ కోసం ఫోన్ వెరిఫై చేయండి—ఇప్పుడే [లింక్] చూడండి.,1,te
अनधिकृत लेनदेन रोके गए; पुष्टि के लिए OTP भेजें।,1,hi
डिलिवरी रोकी गई; पता सत्यापित करने के लिए [लिंक] खोलें।,1,hi
மதிய உணவுக்குப் பிறகு குழு புகைப்படம் இருக்கும்.,0,ta
ಕ್ರಿಕೆಟ್ ಪಂದ್ಯ ಸಂಜೆ ಆರಂಭ; ಸಮಯಕ್ಕೆ ಬನ್ನಿ.,0,kn
BankSecure सपोर्ट: पासवर्ड रीसेट कोड 368355 दर्ज करें।,1,hi
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
MobileCare సపోర్ట్: పాస్‌వర్డ్ రీసెట్ కోడ్ 332873 నమోదు చేయండి.,1,te
डिलिवरी रोकी गई; पता सत्यापित करने के लिए [लिंक] खोलें।,1,hi
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
సందేహాస్పద లాగిన్ గుర్తించాం; 10 నిమిషాల్లో నిర్ధారించకపోతే ఖాతా బ్లాక్ అవుతుంది.,1,te
अनधिकृत लेनदेन रोके गए; पुष्टि के लिए OTP भेजें।,1,hi
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
कृपया कल की प्रस्तुति की अंतिम स्लाइड जाँच लें।,0,hi
रिफंड प्राप्त करने के लिए OTP तुरंत साझा करें; देर होने पर अनुरोध रद्द होगा।,1,hi
BankSecure KYC முழுமையில்லை; புதுப்பிக்க [இணைப்பு] செல்லவும்.,1,ta
मीटिंग लिंक बाद में साझा किया जाएगा.,0,hi
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
మీటింగ్ లింక్ తరువాత షేర్ చేస్తాను.,0,te
दस्तावेज़ प्रिंटर पर रख दिए हैं।,0,hi
டெலிவரி நிறுத்தப்பட்டது; முகவரியை உறுதிப்படுத்த [இணைப்பு] திறக்கவும்.,1,ta
அங்கீகரிக்கப்படாத பரிவர்த்தனைகள் தடுக்கப்பட்டன; உறுதிப்படுத்த OTP தேவை.,1,ta
BankSecure: భద్రతా తనిఖీ కోసం ఫోన్ వెరిఫై చేయండి—ఇప్పుడే [లింక్] చూడండి.,1,te
MobileCare సపోర్ట్: పాస్‌వర్డ్ రీసెట్ కోడ్ 724103 నమోదు చేయండి.,1,te
"ವರದಿಯನ್ನು ಇಮೇಲ್ ಮಾಡಿದ್ದೇನೆ, ಸ್ವೀಕೃತಿ ತಿಳಿಸಿ.",0,kn
ಸಂಶಯಾಸ್ಪದ ಲಾಗಿನ್; 10 ನಿಮಿಷದಲ್ಲಿ ದೃಢೀಕರಿಸದಿದ್ದರೆ ಖಾತೆ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ.,1,kn
ವರ್ಗದ ಸಮಯ ಬೆಳಿಗ್ಗೆ 10ರಿಂದ 11ರವರೆಗೆ.,0,kn
"ಪ್ಯಾಕೇಜ್ ಇಂದು ಬರುತ್ತದೆ, ಡೆಲಿವರಿ ಏಜೆಂಟ್ ಕರೆ ಮಾಡುತ್ತಾರೆ.",0,kn
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
eTax உதவி மையம்: கடவுச்சொல் மீட்டமைக்க குறியீடு 539604 உள்ளிடவும்.,1,ta
"ಪ್ಯಾಕೇಜ್ ಇಂದು ಬರುತ್ತದೆ, ಡೆಲಿವರಿ ಏಜೆಂಟ್ ಕರೆ ಮಾಡುತ್ತಾರೆ.",0,kn
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
02-07-2025 அன்று கார்டு பயன்பாடு; அது நீங்கள் அல்ல என்றால் [இணைப்பு] மூலம் புகார் செய்யவும்.,1,ta
తరగతి సమయం ఉదయం 10 నుంచి 11 వరకు.,0,te
நாளைய பிரெஸண்டேஷன் கடைசி ஸ்லைடைச் சரிபார்க்கவும்.,0,ta
"వాతావరణం బాగుంది, ప్రయాణం యథావిధిగా ఉంటుంది.",0,te
संदिग्ध लॉगिन मिला; 10 मिनट में पुष्टि न करने पर खाता बंद हो जाएगा।,1,hi
दस्तावेज़ प्रिंटर पर रख दिए हैं।,0,hi
01-05-2025 அன்று கார்டு பயன்பாடு; அது நீங்கள் அல்ல என்றால் [இணைப்பு] மூலம் புகார் செய்யவும்.,1,ta
రిఫండ్ పొందడానికి OTP వెంటనే పంపండి; ఆలస్యం అయితే అభ్యర్థన రద్దు.,1,te
आपका खाता अस्थायी रूप से निलंबित है; तुरंत सत्यापन हेतु [लिंक] खोलें।,1,hi
ನಾಳೆಯ ಪ್ರೆಸೆಂಟೇಶನ್ ಅಂತಿಮ ಸ್ಲೈಡ್ ಪರಿಶೀಲಿಸಿ.,0,kn
கிரிக்கெட் போட்டி மாலை ஆரம்பம்; நேரத்திற்கு வாருங்கள்.,0,ta
అనధికార లావాదేవీలు ఆపబడ్డాయి; నిర్ధారణకు OTP అవసరం.,1,te
கிரிக்கெட் போட்டி மாலை ஆரம்பம்; நேரத்திற்கு வாருங்கள்.,0,ta
इनाम जीत चुके हैं! पाने के लिए [लिंक] खोलें और विवरण भरें।,1,hi
அங்கீகரிக்கப்படாத பரிவர்த்தனைகள் தடுக்கப்பட்டன; உறுதிப்படுத்த OTP தேவை.,1,ta
మీటింగ్ లింక్ తరువాత షేర్ చేస్తాను.,0,te
மீட்டிங் இணைப்பு பின்னர் பகிரப்படும்.,0,ta
ಸಂಶಯಾಸ್ಪದ ಲಾಗಿನ್; 10 ನಿಮಿಷದಲ್ಲಿ ದೃಢೀಕರಿಸದಿದ್ದರೆ ಖಾತೆ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ.,1,kn
संदिग्ध लॉगिन मिला; 10 मिनट में पुष्टि न करने पर खाता बंद हो जाएगा।,1,hi
கிரிக்கெட் போட்டி மாலை ஆரம்பம்; நேரத்திற்கு வாருங்கள்.,0,ta
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
బహుమతి గెలిచారు! పొందడానికి [లింక్] ఓపెన్ చేసి వివరాలు ఇవ్వండి.,1,te
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು!,0,kn
மீட்டிங் இணைப்பு பின்னர் பகிரப்படும்.,0,ta
MobileCare KYC అసంపూర్తి; నవీకరణకు [లింక్] సందర్శించండి.,1,te
ShopNow से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
बैठक आज शाम 4 बजे कॉन्फ्रेंस रूम में है।,0,hi
வெற்றி பெற்றீர்கள்! பெற [இணைப்பு] திறந்து விவரங்களை நிரப்பவும்.,1,ta
வெற்றி பெற்றீர்கள்! பெற [இணைப்பு] திறந்து விவரங்களை நிரப்பவும்.,1,ta
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
ಅನಧಿಕೃತ ವಹಿವಾಟು ತಡೆಗಟ್ಟಲಾಗಿದೆ; ದೃಢೀಕರಣಕ್ಕೆ OTP ಅಗತ್ಯ.,1,kn
"ವರದಿಯನ್ನು ಇಮೇಲ್ ಮಾಡಿದ್ದೇನೆ, ಸ್ವೀಕೃತಿ ತಿಳಿಸಿ.",0,kn
"వాతావరణం బాగుంది, ప్రయాణం యథావిధిగా ఉంటుంది.",0,te
ಸಭೆಯ ಲಿಂಕ್ ನಂತರ ಹಂಚಲಾಗುತ್ತದೆ.,0,kn
11-01-2025 को कार्ड उपयोग दिखा; यदि आपने नहीं किया तो [लिंक] पर रिपोर्ट करें।,1,hi
మీటింగ్ ఈ రోజు సాయంత్రం 4కి కాన్ఫరెన్స్ రూం లో ఉంటుంది.,0,te
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
कृपया कल की प्रस्तुति की अंतिम स्लाइड जाँच लें।,0,hi
लंच के बाद टीम फोटो लिया जाएगा।,0,hi
"मौसम साफ है, यात्रा योजना यथावत रहेगी।",0,hi
లంచ్ తరువాత టీమ్ ఫోటో ఉంటుంది.,0,te
மதிய உணவுக்குப் பிறகு குழு புகைப்படம் இருக்கும்.,0,ta
இன்று மாலை 4 மணிக்கு கூட்டம் கான்ஃபரன்ஸ் ரூமில் உள்ளது.,0,ta
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
eTax से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
మీటింగ్ లింక్ తరువాత షేర్ చేస్తాను.,0,te
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು!,0,kn
రేపటి ప్రెజెంటేషన్ చివరి స్లైడ్ చెక్ చేయండి.,0,te
అనధికార లావాదేవీలు ఆపబడ్డాయి; నిర్ధారణకు OTP అవసరం.,1,te
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
MobileCare వాలెట్ లో ₹3999 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
வகுப்பு நேரம் காலை 10 முதல் 11 வரை.,0,ta
நாளைய பிரெஸண்டேஷன் கடைசி ஸ்லைடைச் சரிபார்க்கவும்.,0,ta
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
डिलिवरी रोकी गई; पता सत्यापित करने के लिए [लिंक] खोलें।,1,hi
வானிலை சீராக உள்ளது; பயண திட்டம் மாற்றமில்லை.,0,ta
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
పుట్టినరోజు శుభాకాంక్షలు!,0,te
UniPay KYC అసంపూర్తి; నవీకరణకు [లింక్] సందర్శించండి.,1,te
లంచ్ తరువాత టీమ్ ఫోటో ఉంటుంది.,0,te
ரீஃபண்ட் பெற OTP உடனடியாக பகிரவும்; தாமதம் ஆனால் கோரிக்கை ரத்து.,1,ta
eTax వాలెట్ లో ₹3999 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
రేపటి ప్రెజెంటేషన్ చివరి స్లైడ్ చెక్ చేయండి.,0,te
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
PayKart వాలెట్ లో ₹2499 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
లంచ్ తరువాత టీమ్ ఫోటో ఉంటుంది.,0,te
"பேக்கேஜ் இன்று வரும், டெலிவரி ஏஜென்ட் அழைப்பார்.",0,ta
ಕ್ರಿಕೆಟ್ ಪಂದ್ಯ ಸಂಜೆ ಆರಂಭ; ಸಮಯಕ್ಕೆ ಬನ್ನಿ.,0,kn
मीटिंग लिंक बाद में साझा किया जाएगा.,0,hi
సందేహాస్పద లాగిన్ గుర్తించాం; 10 నిమిషాల్లో నిర్ధారించకపోతే ఖాతా బ్లాక్ అవుతుంది.,1,te
संदिग्ध लॉगिन मिला; 10 मिनट में पुष्टि न करने पर खाता बंद हो जाएगा।,1,hi
மீட்டிங் இணைப்பு பின்னர் பகிரப்படும்.,0,ta
PayKart: భద్రతా తనిఖీ కోసం ఫోన్ వెరిఫై చేయండి—ఇప్పుడే [లింక్] చూడండి.,1,te
जन्मदिन की शुभकामनाएँ!,0,hi
16-02-2025 న కార్డ్ వినియోగం; మీరు కాకపోతే [లింక్] లో రిపోర్ట్ చేయండి.,1,te
ಸಭೆಯ ಲಿಂಕ್ ನಂತರ ಹಂಚಲಾಗುತ್ತದೆ.,0,kn
12-02-2025 को कार्ड उपयोग दिखा; यदि आपने नहीं किया तो [लिंक] पर रिपोर्ट करें।,1,hi
ಸಭೆಯ ಲಿಂಕ್ ನಂತರ ಹಂಚಲಾಗುತ್ತದೆ.,0,kn
வானிலை சீராக உள்ளது; பயண திட்டம் மாற்றமில்லை.,0,ta
மதிய உணவுக்குப் பிறகு குழு புகைப்படம் இருக்கும்.,0,ta
ಊಟದ ನಂತರ ತಂಡದ ಫೋಟೋ ಇದೆ.,0,kn
మీ ఖాతా తాత్కాలికంగా నిలిపివేయబడింది; ధృవీకరణకు వెంటనే [లింక్] క్లిక్ చేయండి.,1,te
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
சந்தேகமான உள்நுழைவு; 10 நிமிடத்தில் உறுதிப்படுத்தாவிட்டால் கணக்கு முடக்கப்படும்.,1,ta
ಸಭೆಯ ಲಿಂಕ್ ನಂತರ ಹಂಚಲಾಗುತ್ತದೆ.,0,kn
పుట్టినరోజు శుభాకాంక్షలు!,0,te
BankSecure సపోర్ట్: పాస్‌వర్డ్ రీసెట్ కోడ్ 144316 నమోదు చేయండి.,1,te
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
PayKart सपोर्ट: पासवर्ड रीसेट कोड 766269 दर्ज करें।,1,hi
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
PayKart: பாதுகாப்பு சரிபார்ப்புக்கு ஃபோன் வெரிபை செய்யவும்—இப்போது [இணைப்பு] பாருங்கள்.,1,ta
இன்று மாலை 4 மணிக்கு கூட்டம் கான்ஃபரன்ஸ் ரூமில் உள்ளது.,0,ta
दस्तावेज़ प्रिंटर पर रख दिए हैं।,0,hi
வெற்றி பெற்றீர்கள்! பெற [இணைப்பு] திறந்து விவரங்களை நிரப்பவும்.,1,ta
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
ஆவணங்கள் பிரிண்டரில் வைத்துள்ளேன்.,0,ta
16-04-2025 அன்று கார்டு பயன்பாடு; அது நீங்கள் அல்ல என்றால் [இணைப்பு] மூலம் புகார் செய்யவும்.,1,ta
UniPay ವಾಲೆಟ್‌ನಲ್ಲಿ ₹2499 ಬ್ಲಾಕ್; ಬಿಡುಗಡೆಗೆ OTP ಕಳುಹಿಸಿ.,1,kn
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
మీటింగ్ ఈ రోజు సాయంత్రం 4కి కాన్ఫరెన్స్ రూం లో ఉంటుంది.,0,te
ShopNow से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
ಊಟದ ನಂತರ ತಂಡದ ಫೋಟೋ ಇದೆ.,0,kn
PayKart KYC అసంపూర్తి; నవీకరణకు [లింక్] సందర్శించండి.,1,te
TeleServe ಸಹಾಯವಾಣಿ: ಪಾಸ್‌ವರ್ಡ್ ಮರುಹೊಂದಿಸಲು ಕೋಡ್ 108474 ನಮೂದಿಸಿ.,1,kn
eTax से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
ShopNow: భద్రతా తనిఖీ కోసం ఫోన్ వెరిఫై చేయండి—ఇప్పుడే [లింక్] చూడండి.,1,te
పుట్టినరోజు శుభాకాంక్షలు!,0,te
ಇಂದು ಸಂಜೆ 4ಕ್ಕೆ ಸಭೆ ಕಾಂಫರೆನ್ಸ್ ರೂಮ್ ನಲ್ಲಿ ಇದೆ.,0,kn
అనధికార లావాదేవీలు ఆపబడ్డాయి; నిర్ధారణకు OTP అవసరం.,1,te
ಹವಾಮಾನ ಶುಭ; ಪ್ರಯಾಣ ಯೋಜನೆ ಮುಂದುವರೆಯುತ್ತದೆ.,0,kn
రేపు సెలవు; ఆఫీసు సోమవారం తెరుస్తాం.,0,te
eTax வாலெட்டில் ₹1299 ப்ளாக்; வெளியிட OTP பகிரவும்.,1,ta
आपका खाता अस्थायी रूप से निलंबित है; तुरंत सत्यापन हेतु [लिंक] खोलें।,1,hi
"पैकेज आज पहुँचेगा, डिलीवरी एजेंट कॉल करेगा।",0,hi
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
इनाम जीत चुके हैं! पाने के लिए [लिंक] खोलें और विवरण भरें।,1,hi
"ವರದಿಯನ್ನು ಇಮೇಲ್ ಮಾಡಿದ್ದೇನೆ, ಸ್ವೀಕೃತಿ ತಿಳಿಸಿ.",0,kn
MobileCare KYC முழுமையில்லை; புதுப்பிக்க [இணைப்பு] செல்லவும்.,1,ta
"ரிப்போர்ட்டை மின்னஞ்சலில் அனுப்பியுள்ளேன், பெற்றதா சொல்லுங்கள்.",0,ta
ಹವಾಮಾನ ಶುಭ; ಪ್ರಯಾಣ ಯೋಜನೆ ಮುಂದುವರೆಯುತ್ತದೆ.,0,kn
పుట్టినరోజు శుభాకాంక్షలు!,0,te
"క్రికెట్ మ్యాచ్ సాయంత్రం మొదలవుతుంది, సమయానికి రండి.",0,te
इनाम जीत चुके हैं! पाने के लिए [लिंक] खोलें और विवरण भरें।,1,hi
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
"பேக்கேஜ் இன்று வரும், டெலிவரி ஏஜென்ட் அழைப்பார்.",0,ta
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
நாளை விடுமுறை; அலுவலகம் திங்கட்கிழமை திறக்கும்.,0,ta
"వాతావరణం బాగుంది, ప్రయాణం యథావిధిగా ఉంటుంది.",0,te
டெலிவரி நிறுத்தப்பட்டது; முகவரியை உறுதிப்படுத்த [இணைப்பு] திறக்கவும்.,1,ta
PayKart ವಾಲೆಟ್‌ನಲ್ಲಿ ₹2499 ಬ್ಲಾಕ್; ಬಿಡುಗಡೆಗೆ OTP ಕಳುಹಿಸಿ.,1,kn
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
சந்தேகமான உள்நுழைவு; 10 நிமிடத்தில் உறுதிப்படுத்தாவிட்டால் கணக்கு முடக்கப்படும்.,1,ta
ShopNow से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
